100, 3829
100, 3274
100, 3263
100, 3319
100, 3229
100, 3281
100, 3290
100, 10785
100, 3251
100, 3255
100, 3297
100, 3275
100, 3242
100, 3292
100, 3277
100, 3306
100, 3234
100, 3290
100, 3265
100, 3279
100, 3249
100, 3276
100, 3295
100, 3280
100, 3277
100, 3270
100, 3279
100, 3260
100, 2896
100, 3275
100, 3238
100, 3322
100, 3332
100, 3358
100, 3181
100, 3018
100, 3340
100, 3223
100, 3274
100, 3290
100, 3266
100, 3276
100, 3291
100, 3257
100, 3312
100, 3243
100, 3284
100, 3279
100, 3297
100, 3248
200, 3218
200, 3260
200, 3293
200, 3277
200, 3285
200, 3307
200, 3240
200, 3294
200, 3294
200, 3523
200, 3245
200, 3288
200, 3281
200, 3273
200, 3294
200, 3277
200, 3258
200, 3013
200, 3242
200, 3269
200, 3309
200, 3260
200, 3284
200, 3292
200, 3230
200, 3287
200, 3304
200, 3277
200, 3246
200, 3288
200, 3259
200, 3251
200, 3337
200, 3269
200, 3267
200, 3266
200, 3269
200, 3322
200, 3244
200, 3269
200, 3291
200, 3410
200, 3277
200, 3280
200, 3330
200, 3289
200, 3269
200, 3283
200, 3288
200, 3250
300, 3240
300, 3253
300, 3274
300, 3275
300, 3321
300, 3246
300, 3274
300, 3305
300, 3297
300, 3208
300, 3286
300, 3285
300, 3293
300, 3243
300, 3289
300, 3293
300, 3253
300, 3273
300, 3316
300, 3283
300, 3269
300, 3282
300, 3288
300, 3276
300, 3253
300, 3283
300, 3265
300, 3286
300, 3271
300, 3292
300, 3239
300, 3318
300, 3229
300, 3289
300, 3277
300, 3314
300, 3256
300, 3284
300, 3270
300, 3266
300, 3275
300, 3283
300, 3290
300, 3286
300, 3239
300, 3297
300, 3293
300, 3252
300, 3280
300, 3291
400, 3273
400, 3318
400, 3239
400, 3300
400, 3289
400, 3269
400, 3238
400, 3299
400, 3266
400, 3338
400, 3263
400, 3285
400, 3265
400, 3276
400, 3235
400, 3344
400, 3323
400, 3233
400, 3295
400, 3320
400, 3248
400, 3259
400, 3323
400, 3269
400, 3242
400, 3313
400, 3236
400, 3302
400, 3301
400, 3284
400, 3249
400, 3267
400, 3302
400, 3258
400, 3280
400, 3260
400, 3299
400, 3249
400, 3316
400, 3249
400, 3277
400, 3298
400, 3267
400, 3323
400, 3269
400, 3296
400, 3264
400, 12458
400, 3256
400, 3337
500, 3430
500, 3391
500, 3443
500, 3310
500, 3351
500, 3480
500, 3404
500, 8687
500, 3419
500, 10479
500, 3371
500, 3392
500, 4215
500, 3351
500, 3356
500, 3447
500, 3438
500, 3347
500, 13544
500, 3463
500, 3670
500, 3785
500, 3446
500, 3319
500, 3567
500, 3339
500, 3336
500, 3466
500, 3538
500, 3498
500, 3292
500, 3414
500, 3411
500, 3671
500, 3546
500, 3393
500, 3472
500, 3464
500, 3462
500, 3314
500, 3366
500, 3285
500, 3303
500, 11083
500, 3381
500, 3464
500, 3377
500, 3276
500, 3325
500, 3263
600, 3375
600, 3483
600, 7708
600, 3896
600, 3786
600, 3511
600, 3723
600, 3727
600, 3670
600, 3763
600, 3652
600, 3666
600, 3709
600, 3736
600, 3749
600, 3770
600, 3745
600, 3677
600, 3667
600, 3726
600, 3725
600, 3746
600, 3641
600, 3744
600, 3735
600, 3721
600, 3560
600, 3446
600, 3617
600, 3496
600, 3581
600, 3676
600, 3663
600, 3672
600, 3546
600, 3687
600, 3656
600, 3448
600, 3404
600, 3419
600, 3422
600, 3455
600, 3489
600, 3417
600, 3493
600, 3399
600, 3432
600, 3469
600, 3487
600, 3499
700, 7783
700, 4604
700, 4472
700, 4473
700, 4389
700, 4465
700, 4843
700, 4525
700, 4417
700, 4418
700, 4460
700, 4410
700, 4440
700, 4270
700, 4484
700, 4816
700, 4414
700, 4422
700, 4769
700, 4117
700, 4398
700, 4185
700, 3749
700, 3676
700, 3760
700, 3831
700, 4028
700, 4231
700, 4574
700, 4555
700, 4607
700, 4361
700, 4116
700, 3974
700, 4091
700, 4106
700, 4477
700, 4465
700, 4040
700, 4314
700, 4141
700, 4306
700, 4080
700, 3972
700, 4085
700, 4423
700, 4446
700, 4451
700, 4429
700, 4677
800, 4670
800, 4701
800, 4299
800, 4109
800, 4333
800, 4307
800, 4268
800, 4323
800, 4317
800, 4673
800, 4655
800, 4278
800, 4302
800, 4343
800, 4260
800, 4305
800, 4275
800, 4247
800, 4232
800, 4262
800, 4293
800, 4258
800, 4447
800, 4314
800, 3910
800, 3827
800, 4299
800, 4314
800, 4301
800, 4243
800, 4327
800, 4096
800, 6414
800, 7879
800, 4337
800, 4355
800, 4213
800, 4358
800, 4359
800, 4330
800, 4369
800, 4349
800, 4370
800, 4349
800, 4687
800, 4667
800, 12218
800, 4675
800, 4739
800, 4700
900, 5203
900, 5001
900, 5037
900, 8856
900, 5133
900, 5035
900, 6992
900, 5222
900, 5006
900, 5027
900, 5002
900, 5050
900, 4931
900, 5068
900, 5032
900, 5738
900, 4891
900, 5031
900, 4822
900, 4331
900, 4427
900, 5157
900, 5026
900, 4906
900, 5088
900, 5096
900, 4988
900, 5685
900, 4967
900, 5062
900, 5039
900, 5124
900, 5391
900, 5214
900, 5289
900, 9144
900, 5022
900, 4971
900, 5330
900, 5480
900, 5340
900, 5075
900, 5034
900, 5031
900, 5014
900, 4630
900, 4549
900, 4834
900, 4907
900, 4629
1000, 5366
1000, 5532
1000, 4836
1000, 4835
1000, 4833
1000, 4702
1000, 4808
1000, 4816
1000, 4804
1000, 5040
1000, 4799
1000, 10780
1000, 5011
1000, 5009
1000, 4830
1000, 4835
1000, 4825
1000, 4801
1000, 4799
1000, 4594
1000, 4591
1000, 4877
1000, 4837
1000, 4778
1000, 4802
1000, 4727
1000, 4802
1000, 4840
1000, 4806
1000, 4837
1000, 4916
1000, 4860
1000, 4856
1000, 4821
1000, 4900
1000, 4882
1000, 4922
1000, 5120
1000, 4761
1000, 4874
1000, 4795
1000, 4949
1000, 5089
1000, 5144
1000, 4778
1000, 4742
1000, 4652
1000, 4796
1000, 4841
1000, 4787
100, 2877
100, 3342
100, 3336
100, 3253
100, 3292
100, 3265
100, 3267
100, 3740
100, 2958
100, 3306
100, 2966
100, 3339
100, 3287
100, 3233
100, 3313
100, 3929
100, 3242
100, 3214
100, 3201
100, 3395
100, 3273
100, 3348
100, 3299
100, 3251
100, 3325
100, 3284
100, 3230
100, 3323
100, 3227
100, 3269
100, 3311
100, 3240
100, 3324
100, 3200
100, 3373
100, 3208
100, 3272
100, 3303
100, 3216
100, 3318
100, 3266
100, 3281
100, 3269
100, 3282
100, 3290
100, 3272
100, 3288
100, 3256
100, 2976
